denuncia_fecha,denuncia_tipo_explotacion,denuncia_via_ingreso,denunciante_tipo_acercamiento,hecho_localidad,hecho_provincia,hecho_pais,hecho_denuncia_previa,derivacion_judicializacion_organismo,derivacion_judicializacion_fecha
2017-03-18,Explotación sexual,Correo institucional,Otros,GUANAJUATO Y QUERATARO,No aplica,Mexico,,Protex - Área legal (judicializadas),2017-03-18
2017-03-18,Explotación sexual,Línea 145,Otros,SAN CARLOS DE BARILOCHE,Río Negro,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-19
2017-03-18,Explotación laboral,Correo institucional,Otros,PARTIDO DE HURLINGHAM ,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-19
2017-03-18,Explotación sexual,Línea 145,Sin datos,ROSARIO,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-18
2017-03-19,Explotación sexual,Correo institucional,Otros,GUANAJUATO Y QUERATARO,No aplica,Mexico,,Protex,2017-03-19
2017-03-19,Explotación sexual,Línea 145,Otros,PARANA ,Entre Ríos,Argentina,,Protex,2017-03-19
2017-03-19,Desaparición,Línea 145,Otros,SAN MIGUEL,Buenos Aires,Argentina,,Protex,2017-03-19
2017-03-19,Desaparición,Línea 145,Sin datos,GLEW,Buenos Aires,Argentina,,Protex,2017-03-19
2017-03-19,Desaparición,Línea 145,Sin datos,LA MATANZA,Buenos Aires,Argentina,Sí,Protex,2017-03-19
2017-03-19,Posible captación,Línea 145,Sin datos,SAN RAFAEL,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-03-20
2017-03-20,Explotación sexual,Línea 145,Internet,PUEBLO ESTHER - ROSARIO,Santa Fe,Argentina,,Protex,2017-03-20
2017-03-20,Explotación sexual,Correo institucional,Otros,GUANAJUATO Y QUERATARO,No aplica,Mexico,,Protex,2017-03-20
2017-03-20,Explotación sexual,Línea 145,Otros,"VILLA GUILLERMINA - DEPARTAMENTO DE GENERAL DE OBLIGADO,OBLIGADO",Santa Fe,Argentina,Sí,Protex,2017-03-20
2017-03-20,Explotación sexual,Línea 145,Sin datos,MARIA GRANDE - PARANA,Entre Ríos,Argentina,,Protex,2017-03-20
2017-03-20,Explotación laboral,Línea 145,Otros,Caba,Caba,Argentina,,Fuerzas de seguridad federales,2017-03-20
2017-03-20,Desaparición,Línea 145,Por contacto (boca en boca),MORENO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-20
2017-03-20,Explotación sexual,Línea 145,Otros,MORENO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-20
2017-03-21,Explotación sexual,Línea 145,Internet,FLORES,Caba,Argentina,,Protex,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Otros,TUCUMAN,Tucumán,Argentina,,Protex,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Sin datos,ROSARIO,Santa Fe,Argentina,,Protex,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Sin datos,SAN JUAN,San Juan,Argentina,,Protex,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Sin datos,SAN NICOLAS,Buenos Aires,Argentina,,Protex,2017-03-21
2017-03-21,Desaparición,Línea 145,Sin datos,,,,,Protex,2017-03-21
2017-03-21,Oferta laboral engañosa,Correo institucional,Sin datos,Caba,Caba,Argentina,,Protex,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-21
2017-03-21,Desaparición,Línea 145,Sin datos,Caba,Caba,Argentina,Sí,Protex - Fuerzas de seguridad federales,2017-03-21
2017-03-21,Desaparición,Línea 145,Sin datos,MAR DEL PLATA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-21
2017-03-21,Explotación sexual,Línea 145,Otros,MORENO,Buenos Aires,Argentina,Sí,Protex - Fuerzas de seguridad federales,2017-03-21
2017-03-22,Explotación laboral,Línea 145,Televisión,CITY BELL - LA PLATA,Buenos Aires,Argentina,,Protex,2017-03-22
2017-03-22,Explotación laboral,Línea 145,Otros,Caba,Caba,Argentina,,Protex,2017-04-04
2017-03-22,Desaparición,Línea 145,Otros,LIBERTADOR GENERAL SAN MARTIN,Jujuy,Argentina,,Protex,2017-03-23
2017-03-22,Desaparición,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Protex,2017-03-22
2017-03-22,Explotación sexual,Línea 145,Televisión,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-22
2017-03-22,Explotación sexual,Línea 145,Otros,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-21
2017-03-22,Explotación sexual,Línea 145,Otros,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-22
2017-03-22,Desaparición,Línea 145,Otros,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-22
2017-03-22,Desaparición,Línea 145,Otros,Caba ,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-22
2017-03-22,Explotación laboral,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-03-22
2017-03-22,Explotación laboral,Línea 145,Sin datos,LAVALLE - MENDOZA,Mendoza,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-22
2017-03-22,Explotación laboral,Línea 145,Sin datos,LAVALLE - MENDOZA,Mendoza,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-22
2017-03-23,Desaparición,Correo institucional,Capacitación,Caba,Caba,Argentina,,Protex,2017-03-24
2017-03-23,Desaparición,Correo institucional,Capacitación,PICHANAL,Salta,Argentina,,Protex,2017-03-23
2017-03-23,Desaparición,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,Sí,Protex,2017-03-24
2017-03-23,Desaparición,Línea 145,Por contacto (boca en boca),PICHANAL,Salta,Argentina,,Protex,2017-03-23
2017-03-23,Explotación laboral,Línea 145,Otros,PALO ALTO,Formosa,Argentina,,Protex,2017-03-23
2017-03-23,Oferta laboral engañosa,Correo institucional,Sin datos,Caba,Caba,Argentina,,Protex,2017-03-23
2017-03-23,Explotación sexual,Línea 145,ONG – Org Nacionales,COGHLAN,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-23
2017-03-23,Posible captación,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-03-23
2017-03-23,Oferta laboral engañosa,Línea 145,Otros,TUCUMAN ,Tucumán,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-23
2017-03-23,Desaparición,Línea 145,Otros,SíERRA DE LOS PADRES,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-23
2017-03-23,Explotación laboral,Línea 145,Sin datos,ENTRE RIOS,Entre Ríos,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-23
2017-03-24,Explotación sexual,Línea 145,Sin datos,GOBERNADOR COSTA,Chubut,Argentina,,Protex,2017-03-24
2017-03-24,Desaparición,Línea 145,Sin datos,SALTA,Salta,Argentina,,Protex,2017-03-24
2017-03-24,Publicidad de oferta sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina, ,Oficina de Monitoreo - Protex,2017-03-24
2017-03-24,Explotación laboral,Línea 145,Otros,JESUS MARIA,Córdoba,Argentina,Sí,Protex - Fuerzas de seguridad federales,2017-03-24
2017-03-25,Desaparición,Correo institucional,Capacitación,Caba,Caba,Argentina,Sí,Protex,2017-03-25
2017-03-25,Explotación laboral,Línea 145,Otros,AMERICA,Buenos Aires,Argentina,,Protex,2017-03-25
2017-03-25,Desaparición,Línea 145,Otros,VILLA ANGELA ,Córdoba,Argentina,Sí,Protex,2017-03-25
2017-03-25,Posible captación,Línea 145,Otros,LINIERS,Caba,Argentina,,Protex,2017-03-25
2017-03-25,Posible captación,Línea 145,Otros,VILLA UNION ,La Rioja,Argentina,,Protex,2017-03-25
2017-03-25,Explotación sexual,Línea 145,ONG – Org Nacionales,LANUS,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-25
2017-03-25,Oferta laboral engañosa  - posible captación,Línea 145,Otros,SALTA,Salta,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-25
2017-03-25,Explotación sexual,Línea 145,ONG – Org Nacionales,LANUS,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-25
2017-03-25,Explotación sexual,Línea 145,Otros,BARRIO COGHLAN ,Caba,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-25
2017-03-26,Explotación sexual,Línea 145,Televisión,HASEKAMP,Entre Ríos,Argentina,,Protex,2017-03-27
2017-03-26,Desaparición,Línea 145,Otros,BERAZATEGUI,Buenos Aires,Argentina,,Protex,2017-03-27
2017-03-26,Desaparición,Línea 145,Otros,BERAZATEGUI,Buenos Aires,Argentina,,Protex,2017-03-27
2017-03-26,Publicidad de oferta sexual,Correo institucional,Sin datos,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-03-26
2017-03-27,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-03-27
2017-03-27,Explotación sexual,Línea 145,Televisión,SAN CARLOS DE BARILOCHE,Río Negro,Argentina,,Protex,2017-03-27
2017-03-27,Posible captación,Línea 145,Internet,LA PLATA,Buenos Aires,Argentina,,Protex,2017-03-27
2017-03-27,Explotación sexual,Línea 145,Otros,ALSíNA Y AV DE MAYO. PB DEPTO 4,Buenos Aires,Argentina,,Protex,2017-03-27
2017-03-27,Explotación laboral,Línea 145,Otros,CITY BELL,Buenos Aires,Argentina,,Protex,2017-03-27
2017-03-27,Explotación laboral,Línea 145,Campañas del programa,MALVINAS ARGENTINAS,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-27
2017-03-27,Secuestro/Venta de niños/pornografía infantil,,Sin datos,,,,,,
2017-03-28,Explotación sexual,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,,Protex,2017-03-28
2017-03-28,Explotación laboral,Línea 145,Otros,Caba,Caba,Argentina,,Protex,2017-03-28
2017-03-28,Oferta laboral engañosa,Línea 145,Otros,SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex,2017-03-28
2017-03-28,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-28
2017-03-28,Explotación sexual,Línea 145,Otros,MALARGUE,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-03-28
2017-03-28,Traslado de personas,Correo institucional,ONG – Org Nacionales,CATRIEL,Río Negro,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-28
2017-03-29,Oferta laboral engañosa,Línea 145,Campañas del programa,,,,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Por contacto (boca en boca),PUERTO MADRYN,Chubut,Argentina,,Protex,2017-03-29
2017-03-29,Secuestro/Venta de niños/pornografía infantil,Línea 145,Por contacto (boca en boca),,,,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Otros,ALSíNA Y AV DE MAYO. PB DEPTO 4,Buenos Aires,Argentina,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Otros,SAN JUSTO ,Buenos Aires,Argentina,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Sin datos,SAN CARLOS DE BARILOCHE,Río Negro,Argentina,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Sin datos,VICENTE LOPEZ,Buenos Aires,Argentina,,Protex,2017-03-29
2017-03-29,Explotación sexual,Línea 145,Sin datos,CONSTITUCION,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-29
2017-03-30,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Área legal (judicializadas),2017-03-30
2017-03-30,Oferta laboral engañosa,Línea 145,Otros,,No aplica,No aplica,,Protex,2017-03-30
2017-03-30,Desaparición,Línea 145,Sin datos,,San Luis,Argentina,,Protex,2017-03-30
2017-03-30,Explotación sexual,Línea 145,Otros,VILLA LURO,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-31
2017-03-30,Desaparición,Línea 145,ONG – Org Nacionales,ABASTO ,Caba,Argentina,,Protex - Fuerzas de seguridad federales,2017-03-30
2017-03-31,Explotación sexual,Línea 145,Otros,SAN CRISTOBAL - CABA,Caba,Argentina,,Área legal (judicializadas),2017-03-31
2017-03-31,Desaparición,Línea 145,Internet,CHACABUCO ,Buenos Aires,Argentina,Sí,Protex,2017-03-31
2017-03-31,Explotación laboral,Línea 145,ONG – Org Nacionales,LA PLATA,Buenos Aires,Argentina,,Protex,2017-03-31
2017-03-31,Posible captación,Línea 145,ONG – Org Nacionales,SANTIAGO DEL ESTERO,Santiago del Estero,Argentina,,Protex,2017-03-31
2017-03-31,Desaparición,Línea 145,Otros,LA PAMPA,La Pampa,Argentina,Sí,Protex,2017-03-31
2017-03-31,Posible captación,Línea 145,Otros,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-03-31
2017-03-31,Posible captación,Línea 145,Otros,LA PLATA,Buenos Aires,Argentina,,Protex,2017-03-31
2017-03-31,Explotación laboral,Línea 145,Sin datos,LINIERS,Caba,Argentina,,PNA Área legal para judicializar ,2017-03-31
2017-03-31,Explotación laboral,Línea 145,Otros,LINIERS,Caba,Argentina,, PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-03-31
2017-04-01,Explotación sexual,Línea 145,Sin datos,SAN RAFAEL,Mendoza,Argentina,,Área legal (judicializadas),2017-04-01
2017-04-01,Explotación sexual,Línea 145,Televisión,ENTRE RIOS,Entre Ríos,Argentina,,Protex,2017-04-01
2017-04-01,Explotación sexual,Línea 145,Otros,MORON,Buenos Aires,Argentina,,Protex,2017-04-01
2017-04-01,Explotación sexual,Línea 145,Otros,SAN JUSTO,Buenos Aires,Argentina,,Protex,2017-04-01
2017-04-01,Desaparición,Línea 145,Otros,LA PAMPA,Entre Ríos,Argentina,Sí,Protex,2017-04-01
2017-04-01,Desaparición,Línea 145,Otros,LIBERTADOR GENERAL SAN MARTIN,Jujuy,Argentina,,Protex,2017-04-02
2017-04-01,Desaparición,Correo institucional,Otros,SANTA MARIA DE PUNILLA,Córdoba,Argentina,,Protex,2017-04-01
2017-04-01,Desaparición,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex,2017-04-02
2017-04-01,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-01
2017-04-01,Explotación sexual,Línea 145,Otros,MDQ,Buenos Aires,Argentina,,Ministerio de Seguridad - Protex,2017-04-01
2017-04-01,Desaparición,Línea 145,Otros,SANTA MARIA DE PUNILLA,Córdoba,Argentina,,Ministerio de Seguridad - Protex,2017-04-01
2017-04-02,Desaparición,Línea 145,Sin datos,Caba,Caba,Argentina,Sí,Protex,2017-04-02
2017-04-02,Desaparición,Línea 145,Sin datos,VILLA TESEI,Buenos Aires,Argentina,,Protex,2017-04-02
2017-04-03,Explotación laboral,Línea 145,Otros,MAIPU,Mendoza,Argentina,,Área legal (judicializadas),2017-04-03
2017-04-03,Explotación sexual,Línea 145,Televisión,ISíDRO CASANOVA,Buenos Aires,Argentina,,Protex,2017-04-03
2017-04-03,Explotación laboral,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,Protex,2017-04-04
2017-04-03,Explotación sexual,Línea 145,Otros,GRAND BOURG,Buenos Aires,Argentina,,Protex,2017-04-03
2017-04-03,Explotación laboral,Línea telefónica institucional,Otros,Caba,Caba,Argentina,,Protex,2017-04-03
2017-04-03,Explotación sexual,Línea 145,Sin datos,AVELLANEDA,Buenos Aires,Argentina,,Protex,2017-04-03
2017-04-03,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Protex,2017-04-03
2017-04-03,Explotación laboral,Correo institucional,Sin datos,Caba,Caba,Argentina,,Protex,2017-04-04
2017-04-03,Posible captación,Línea 145,Sin datos,RAFAEL CALZADA,Buenos Aires,Argentina,,Protex,2017-04-03
2017-04-03,Secuestro/Venta de niños/pornografía infantil,Línea telefónica institucional,Sin datos,JOSE C PAZ,Buenos Aires,Argentina,,Protex,2017-04-03
2017-04-03,Explotación sexual,Línea 145,Televisión,DEVOTO,Caba,Argentina,,PNA Área legal para judicializar ,2017-04-03
2017-04-03,Explotación laboral,Línea 145,Por contacto (boca en boca),JOAQUIN V GONZALEZ,Salta,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-03
2017-04-03,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-03
2017-04-03,Explotación sexual,Línea 145,Sin datos,QUILMES OESTE,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-03
2017-04-04,Explotación sexual,Línea 145,Televisión,FLORES,Caba,Argentina,,Área legal (judicializadas),2017-04-04
2017-04-04,Explotación sexual,Línea 145,Televisión,MORENO,Buenos Aires,Argentina,,Protex,2017-04-04
2017-04-04,Explotación sexual,Línea 145,Televisión,MORENO,Buenos Aires,Argentina,,Protex,2017-04-05
2017-04-04,Explotación sexual,Línea 145,Por contacto (boca en boca),RIO HONDO,Santiago del Estero,Argentina,,Protex,2017-04-04
2017-04-04,Explotación sexual,Línea 145,Otros,MORENO,Buenos Aires,Argentina,,Protex,2017-04-04
2017-04-04,Explotación sexual,Línea 145,Sin datos,9 DE JULIO,Buenos Aires,Argentina,,Protex,2017-04-04
2017-04-04,Posible captación,Línea 145,Sin datos,RAFAEL CALZADA,Buenos Aires,Argentina,,Protex,2017-04-04
2017-04-04,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,VILLA LUGANO - CABA,Caba,Argentina,,PNA Área legal para judicializar ,2017-04-04
2017-04-04,Explotación sexual,Línea 145,ONG – Org Nacionales,TIERRA DEL FUEGO ,Tierra del Fuego,Argentina,,Ministerio de Seguridad - Oficina de Monitoreo,2017-04-04
2017-04-04,Desaparición,Línea 145,Campañas del programa,CHILECITO,La Rioja,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-04
2017-04-05,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-05
2017-04-05,Desaparición,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-05
2017-04-05,Explotación sexual,Línea 145,Internet,CIUDAD DE TRUJUI PARTIDO DE MORENO,Buenos Aires,Argentina,,Protex,2017-04-05
2017-04-05,Explotación sexual,Línea 145,Internet,TUCUMAN,Tucumán,Argentina,,Protex,2017-04-05
2017-04-05,Explotación laboral,Línea 145,ONG – Org Nacionales,CIUDADELA,Buenos Aires,Argentina,,Protex,2017-04-05
2017-04-05,Explotación sexual,Línea 145,Por contacto (boca en boca),FEDERACION,Entre Ríos,Argentina,,Protex,2017-04-05
2017-04-05,Explotación sexual,Línea 145,Otros,CÓRDOBA,Córdoba,Argentina,,Protex,2017-04-05
2017-04-05,Desaparición,Línea 145,Sin datos,LIBERTADOR GENERAL SAN MARTIN,Jujuy,Argentina,,Protex,2017-04-05
2017-04-06,Explotación laboral,,Sin datos,JOAQUIN V GONZALEZ,Salta,Argentina,,Área legal (judicializadas),2017-04-06
2017-04-06,Explotación laboral,,Otros,CIUDADELA,Buenos Aires,Argentina,,Protex,2017-04-06
2017-04-06,Explotación sexual,,Sin datos,CHAJARI,Entre Ríos,Argentina,,Protex,2017-04-06
2017-04-06,Oferta laboral engañosa,Línea 145,Otros,LA PLATA ,Santiago del Estero,Argentina,,,2017-04-06
2017-04-06,Explotación laboral,Línea 145,Otros,SAN JUAN,San Juan,Argentina,,,2017-04-06
2017-04-07,Explotación sexual,Línea 145,Internet,JOSE LEON SUAREZ,Caba,Argentina,,Área legal (judicializadas),2017-04-06
2017-04-07,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-06
2017-04-07,Posible captación,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-06
2017-04-07,Explotación sexual,Línea telefónica institucional,ONG – Org Nacionales,VILLA BALLESTER,Buenos Aires,Argentina,,Protex,2017-04-06
2017-04-07,,Línea 145,Sin datos,CUIDADELA,Buenos Aires,Argentina,,PNA Área legal para judicializar ,2017-04-06
2017-04-07,Posible captación,Línea 145,ONG – Org Nacionales,CORRIENTES,Corrientes,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-06
2017-04-07,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,CORRIENTES,Corrientes,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-06
2017-04-07,Desaparición,Línea 145,Sin datos,PARANA ,Entre Ríos,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-06
2017-04-07,Explotación sexual,Línea 145,Otros,CONCORDIA,Entre Ríos,Argentina,,,2017-04-06
2017-04-07,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,,2017-04-06
2017-04-07,Explotación sexual,Línea 145,Sin datos,,,,,,
2017-04-08,Posible captación,Correo institucional,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-08
2017-04-08,Secuestro/Venta de niños/pornografía infantil,Línea 145,Internet,CASEROS,Buenos Aires,Argentina,,Protex,2017-04-08
2017-04-08,Explotación sexual,Línea 145,Otros,ROSARIO ,Entre Ríos,Argentina,,Protex,2017-04-08
2017-04-08,Desaparición,Línea 145,Otros,MAKALLE,Chaco,Argentina,Sí,Protex,2017-04-08
2017-04-08,Desaparición,Línea 145,Otros,MAKALLE,Chaco,Argentina,Sí,Protex,2017-04-08
2017-04-08,Desaparición,Línea 145,Otros,MAKALLE,Chaco,Argentina,Sí,Protex,2017-04-08
2017-04-08,Secuestro/Venta de niños/pornografía infantil,Correo institucional,Otros,,,,,Protex,2017-04-08
2017-04-08,Desaparición,Línea 145,Sin datos,MARCOS PAZ,Buenos Aires,Argentina,,No sale,2017-04-08
2017-04-08,Desaparición,Línea 145,Sin datos,MARCOS PAZ,Buenos Aires,Argentina,,No sale,2017-04-08
2017-04-09,Desaparición,Línea 145,Por contacto (boca en boca),ROSARIO ,Santa Fe,Argentina,Sí,Protex,2017-04-09
2017-04-09,Explotación laboral,Línea 145,Otros,FLORES,Buenos Aires,Argentina,,PNA Área legal para judicializar ,2017-04-09
2017-04-10,Explotación sexual,Línea 145,Televisión,JOSE C PAZ,Buenos Aires,Argentina,,Protex,2017-04-10
2017-04-10,Desaparición,Línea 145,Otros,CHACO ,Chaco,Argentina,,Protex,2017-04-10
2017-04-10,Desaparición,Línea 145,Sin datos,,Santa Fe,Argentina,,Protex,2017-09-10
2017-04-10,Explotación laboral,Línea 145,Sin datos,,,,,PNA Área legal para judicializar ,2017-04-10
2017-04-10,Explotación laboral,Línea 145,Otros,LUJAN DE CUYO,Mendoza,Argentina,,PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-04-10
2017-04-10,Explotación sexual,Correo institucional,Sin datos,QUILMES,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-10
2017-04-10,Explotación sexual,Línea 145,Sin datos,,,,, PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-04-10
2017-04-11,Desaparición,Línea 145,Internet,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-11
2017-04-11,Desaparición,Línea 145,Por contacto (boca en boca),SAN MARTIN,Buenos Aires,Argentina,,Área legal (judicializadas),2017-04-11
2017-04-11,Explotación sexual,Correo institucional,Otros,PARQUE CHACABUCP,Caba,Argentina,,Área legal (judicializadas),2017-04-11
2017-04-11,Explotación sexual,Línea 145,Por contacto (boca en boca),RESíSTENCIA,Chaco,Argentina,,Protex,2017-04-11
2017-04-11,Explotación sexual,Línea 145,Otros,RIO GALLEGOS,Santa Cruz,Argentina,,Protex,2017-04-11
2017-04-11,Explotación sexual,Línea 145,Otros,SALTA,Salta,Argentina,,Protex,2017-04-11
2017-04-11,Desaparición,Línea telefónica institucional,Otros,ITUZAINGO,Buenos Aires,Argentina,,Protex,2017-04-11
2017-04-11,Oferta laboral engañosa,Línea 145,Otros,SAN ISíDRO,Buenos Aires,Argentina,,Protex,2017-04-11
2017-04-11,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,CORRIENTES,Corrientes,Argentina,,Protex,2017-04-11
2017-01-13,Oferta laboral engañosa,Línea 145,Sin datos,SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex,2017-11-12
2017-04-11,Explotación sexual,Línea 145,Otros,BALVANERA,Caba,Argentina,,PNA Área legal para judicializar ,2017-04-11
2017-04-11,Explotación sexual,Línea 145,Sin datos,MORENO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-11
2017-04-12,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-04-12
2017-04-12,Explotación sexual,Línea 145,Otros,MORON,Buenos Aires,Argentina,,Área legal (judicializadas),2017-04-12
2017-04-12,Desaparición,Línea 145,Internet,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-04-12
2017-04-12,Explotación sexual,Línea 145,Por contacto (boca en boca),MERLO,Buenos Aires,Argentina,,Protex,2017-04-12
2017-04-12,Explotación sexual,Línea 145,Por contacto (boca en boca),RIO GALLEGOS,Santa Cruz,Argentina,,Protex,2017-04-12
2017-04-12,Explotación sexual,Línea 145,Otros,TUCUMAN,Tucumán,Argentina,,Protex,2017-04-12
2017-04-12,Explotación laboral,Línea 145,Otros,BARRIO GLORIA DE LA PEREGRINA,Buenos Aires,Argentina,,Protex,2017-04-12
2017-04-12,Explotación sexual,Línea 145,Sin datos,MAR DE AJO,Buenos Aires,Argentina,,Protex,2017-04-12
2017-04-12,Explotación laboral,Línea 145,Sin datos,LAS HERAS,Mendoza,Argentina,,Protex,2017-04-12
2017-04-12,Desaparición,Línea 145,Sin datos,GARUHAPÉ,Misiones,Argentina,,Protex,2017-04-12
2017-04-12,Desaparición,Línea 145,Sin datos,SAN MARTIN,Buenos Aires,Argentina,,Protex,2017-04-12
2017-04-12,Publicidad de oferta sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Oficina de Monitoreo - PNA Área legal para judicializar,2017-04-12
2017-04-13,Desaparición,Línea 145,ONG – Org Nacionales,SAN MARTIN,Buenos Aires,Argentina,,Protex,2017-04-13
2017-04-13,Desaparición,Línea 145,Por contacto (boca en boca),ZAPALA,Neuquén,Argentina,,Protex,2017-04-14
2017-04-13,Desaparición,Línea 145,Otros,SAN LUIS,San Luis,Argentina,,Protex,2017-04-13
2017-04-13,Desaparición,Línea 145,Sin datos,GARUHAPÉ,Misiones,Argentina,,Protex,2017-04-13
2017-04-13,Desaparición,Línea 145,Sin datos,PARANA,Entre Ríos,Argentina,,Protex,2017-04-13
2017-04-13,Desaparición,Línea 145,Otros,PUERTO IGUAZU,Misiones,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-13
2017-04-14,Desaparición,Línea 145,Por contacto (boca en boca),ZAPALA,Neuquén,Argentina,,Protex,2017-04-14
2017-04-14,Explotación sexual,Línea 145,Otros,CONCEPCION,Tucumán,Argentina,,Protex,2017-04-14
2017-04-14,Explotación sexual  - laboral,Línea 145,Otros,SAN LUIS,San Luis,Argentina,,Protex,2017-04-14
2017-04-14,Desaparición,Línea 145,Sin datos,,,,,Protex,2017-04-14
2017-04-14,Explotación sexual,Línea 145,Otros,LAVALLOL - LOMAS DE ZAMORA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-14
2017-04-14,Desaparición,Línea 145,Otros,PUERTO IGUAZU,Misiones,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-14
2017-04-14,Desaparición,Línea 145,Sin datos,BERAZATEGUI,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-04-14
