denuncia_fecha,denuncia_tipo_explotacion,denuncia_via_ingreso,denunciante_tipo_acercamiento,hecho_localidad,hecho_provincia,hecho_pais,hecho_denuncia_previa,derivacion_judicializacion_organismo,derivacion_judicializacion_fecha
2017-06-10,Explotación laboral,Línea 145,Sin datos,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-06-10
2017-06-10,Desaparición,Línea 145,Otros,SALTA CAPITAL,SALTA,Argentina,,Ministerio de Seguridad - Protex,2017-06-10
2017-06-10,Desaparición,Línea 145,Otros,SALTA CAPITAL,SALTA,Argentina,,Ministerio de Seguridad - Protex,2017-06-10
2017-06-10,Desaparición,Línea 145,Otros,SALTA CAPITAL,SALTA,Argentina,,Ministerio de Seguridad - Protex,2017-06-10
2017-06-11,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas),2017-06-11
2017-06-11,Explotación sexual,Línea 145,Televisión,ZAVALLA,Santa Fe,Argentina,,Protex,2017-06-11
2017-06-11,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Protex,2017-06-11
2017-06-11,Desaparición,Línea 145,Sin datos,ENSENADA,Buenos Aires,Argentina,Sí,Protex,2017-06-11
2017-06-11,Desaparición,Línea 145,Sin datos,LA PLATA,Buenos Aires,Argentina,,Protex,2017-06-11
2017-06-11,,Línea 145,Sin datos,LA PLATA,Buenos Aires,Argentina,,Protex,2017-06-11
2017-06-12,Explotación sexual,Línea 145,Otros,MAR DEL PLATA,Buenos Aires,Argentina,,Área legal (judicializadas),2017-06-12
2017-06-12,Explotación sexual,Línea 145,Otros,SAN CARLOS DE BARILOCHE,Río Negro,Argentina,,Área legal (judicializadas),2017-06-12
2017-06-12,Explotación sexual,Línea 145,ONG – Org Nacionales,MORON,Buenos Aires,Argentina,,Protex,2017-06-12
2017-06-12,Explotación sexual,Línea 145,ONG – Org Nacionales,PARTIDO DE BOLIVAR,Buenos Aires,Argentina,,Protex,2017-06-12
2017-06-12,Explotación sexual,Línea 145,Otros,QUILMES,Buenos Aires,Argentina,,Protex,2017-06-12
2017-06-12,Desaparición,Línea 145,Otros,FLORES,Caba,Argentina,,Protex,2017-06-12
2017-06-12,Desaparición,Línea 145,Otros,FLORES,Caba,Argentina,,Protex,2017-06-12
2017-06-12,Desaparición,Línea 145,Otros,FLORES,Caba,Argentina,,Protex,2017-06-12
2017-06-12,Explotación laboral,Línea 145,Otros,CIUDADELA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-12
2017-06-12,Explotación sexual,Línea 145,Internet,SAN LORENZO,Santa Fe,Argentina,Sí,,
2017-06-12,Desaparición,Línea 145,Sin datos, PARTIDO ESTEBAN ECHEVERRÍA,Buenos Aires,Argentina,Sí,,
2017-06-13,Desaparición,Línea 145,Por contacto (boca en boca),SANTA FE,Santa Fe,Argentina,,Protex,2017-06-13
2017-06-13,Explotación laboral,Línea 145,Otros,,Río Negro,Argentina,,Protex,2017-06-13
2017-06-13,Explotación sexual,Línea 145,Otros,FLORES,Caba,Argentina,Sí,PNA Área legal para judicializar ,2017-06-13
2017-06-13,Explotación sexual,Línea 145,Otros,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-06-14
2017-06-13,Explotación laboral,Línea telefónica institucional,Otros,La Rioja CAPITAL,La Rioja,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-13
2017-06-13,Desaparición,Línea 145,Otros,TEMPERLEY,Buenos Aires,Argentina,,,
2017-06-14,Desaparición,Línea 145,ONG – Org Nacionales,PRESíDENTE PERON,Buenos Aires,Argentina,Sí,Área legal (judicializadas),2017-06-14
2017-06-14,Explotación laboral,Línea 145,Por contacto (boca en boca),ROSARIO,Santa Fe,Argentina,,Protex,2017-06-14
2017-06-14,Explotación sexual,Línea 145,Otros,SAN LORENZO ,Santa Fe,Argentina,Sí,Protex,2017-06-14
2017-06-14,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-14
2017-06-14,Desaparición,Línea 145,ONG – Org Nacionales,VIRREY DEL PINO LA MATANZA,Buenos Aires,Argentina,,Ministerio de Seguridad - Protex,2017-06-14
2017-06-14,Desaparición,Línea 145,Otros,LOMAS DE ZAMORA,Buenos Aires,Argentina,,No sale,
2017-06-15,Explotación laboral,Línea 145,Sin datos,La Rioja ,La Rioja,Argentina,,Área legal (judicializadas),2017-06-15
2017-06-15,Explotación laboral,Línea 145,Televisión,CIUDADELA,Buenos Aires,Argentina,,Protex,2017-06-15
2017-06-15,Explotación sexual,Línea 145,Por contacto (boca en boca),RIO GRANDE,Tierra del Fuego,Argentina,,Protex,2017-06-15
2017-06-15,Oferta laboral engañosa,Línea 145,Por contacto (boca en boca),RAMOS MEJIA ,Buenos Aires,Argentina,,Protex,2017-06-15
2017-06-15,Explotación sexual,Línea 145,Otros,LA PLATA ,Caba,Argentina,,Protex,2017-05-17
2017-06-15,Explotación sexual,Línea 145,Otros,SAN JUSTO,Buenos Aires,Argentina,,Protex,2017-05-17
2017-06-15,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-15
2017-06-15,Posible captación,Línea 145,Otros,CORRIENTES,Corrientes,Argentina,,Protex,2017-05-17
2017-06-15,Explotación laboral,Línea 145,Sin datos,VILLA CELINA - PARTIDO DE LA MATANZA,Buenos Aires,Argentina,,Protex,2017-06-15
2017-06-15,Oferta laboral engañosa,Correo institucional,Sin datos,RAMOS MEJIA ,Buenos Aires,Argentina,,Protex,2017-06-15
2017-06-15,Explotación laboral,Línea 145,Campañas del programa,FLORES ,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-15
2017-06-15,Explotación laboral,Línea 145,Por contacto (boca en boca),FLORES,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-15
2017-06-15,Explotación sexual,Línea 145,Campañas del programa,SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-15
2017-06-15,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,CORRIENTES,Corrientes,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-15
2017-06-15,Explotación sexual,Línea 145,Sin datos,MENDOZA,Mendoza,Argentina,,Protex - PNA Área legal para judicializar ,2017-06-15
2017-06-16,Desaparición,Línea 145,Sin datos,BERAZATEGUI,Buenos Aires,Argentina,,Ministerio de Seguridad,2017-06-17
2017-06-16,Explotación sexual,Línea 145,Internet,ROSARIO,Santa Fe,Argentina,,Área legal (judicializadas),2017-06-16
2017-06-16,Explotación laboral,Línea 145,Otros,FLORES,Caba,Argentina,,Área legal (judicializadas),2017-06-16
2017-06-16,Explotación laboral,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-06-16
2017-06-16,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Protex,2017-06-16
2017-06-16,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Protex,2017-06-16
2017-06-16,Explotación sexual,Línea 145,Sin datos,RIO GRANDE,Tierra del Fuego,Argentina,,Protex,2017-06-16
2017-06-16,Explotación laboral,Línea 145,Otros,La Rioja ,La Rioja,Argentina,,PNA Área legal para judicializar ,2017-06-16
2017-06-16,Explotación sexual,Línea 145,Sin datos,MENDOZA,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-06-16
2017-06-16,Explotación sexual,Línea 145,Otros,FLORENCIO VARELA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-16
2017-06-16,Oferta laboral engañosa,Línea 145,Sin datos,MORON,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-16
2017-06-16,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,MELCHOR ROMERO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-16
2017-06-17,Desaparición,Línea 145,Sin datos,PARANA,Entre Ríos,Argentina,,Ministerio de Seguridad,2017-06-17
2017-06-17,Explotación sexual,Línea 145,Otros,RIO GRANDE,Tierra del Fuego,Argentina,,Protex,2017-06-17
2017-06-17,Desaparición,Línea 145,Otros,GUERNICA,Buenos Aires,Argentina,,Protex,2017-06-17
2017-06-17,Explotación sexual,Línea 145,Sin datos,MORENO,Buenos Aires,Argentina,,Protex,2017-06-17
2017-06-17,Posible captación,Línea 145,Sin datos,RIO GALLEGOS,Santa Cruz,Argentina,,Protex,2017-06-17
2017-06-18,Desaparición,Línea 145,Sin datos,PARANA,Entre Ríos,Argentina,,Ministerio de Seguridad,2017-06-18
2017-06-18,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,MORENO,Buenos Aires,Argentina,Sí,Protex,2017-06-21
2017-06-18,Posible captación,Línea 145,Sin datos,LA FERRERE,Buenos Aires,Argentina,,Protex,2017-06-18
2017-06-19,Desaparición,Línea 145,ONG – Org Nacionales,AVELLANEDA,Buenos Aires,Argentina,,Protex,2017-06-20
2017-06-19,Desaparición,Línea 145,ONG – Org Nacionales,AVELLANEDA,Buenos Aires,Argentina,,Protex,2017-06-20
2017-06-19,Posible captación,Línea 145,ONG – Org Nacionales,LA FERRERE,Buenos Aires,Argentina,Sí,Protex,2017-06-19
2017-06-19,Explotación sexual  - secuestro/Venta de niños/pornografía infantil,Correo institucional,ONG – Org Nacionales,ING. SOURDEAUX,Buenos Aires,Argentina,,Protex,2017-06-19
2017-06-19,Desaparición,Línea 145,Otros,LIBERTAD,Buenos Aires,Argentina,,Protex,2017-06-19
2017-06-19,Posible captación,Línea 145,Sin datos,LA FERRERE,Buenos Aires,Argentina,,Protex,2017-06-19
2017-06-19,Posible captación,Línea 145,Sin datos,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-19
2017-06-19,Traslado de personas  - secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,MELCHOR ROMERO - LA PLATA,Buenos Aires,Argentina,,Protex,2017-06-19
2017-06-19,Explotación laboral,Línea 145,Sin datos,LOMAS DE ZAMORA,Buenos Aires,Argentina,,Protex - Área legal (judicializadas),2017-06-19
2017-06-19,Desaparición,Línea 145,ONG – Org Nacionales,AVELLANEDA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-19
2017-06-19,Explotación sexual,Línea 145,Sin datos,SAN FERNANDO,Catamarca,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-19
2017-06-20,Explotación sexual,Línea telefónica institucional,Otros,ALTO PENCOSO,San Luis,Argentina,,Protex,2017-06-20
2017-06-20,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-20
2017-06-20,Posible captación,Línea 145,Otros,LAS HERAS,Mendoza,Argentina,,Protex,2017-06-20
2017-06-20,Posible captación,Línea 145,Otros,LAS HERAS,Mendoza,Argentina,,Protex,2017-06-20
2017-06-20,Oferta laboral engañosa,Línea 145,Sin datos,RAMOS MEJÍA,Buenos Aires,Argentina,,Protex,2017-06-20
2017-06-20,Explotación sexual,Línea 145,Otros,SAN JUSTO,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-20
2017-06-20,Desaparición,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,No sale,2017-06-20
2017-06-21,Explotación sexual,Línea 145,Otros,JUJUY,Jujuy,Argentina,,Área legal (judicializadas),2017-06-21
2017-06-21,Explotación sexual,Línea 145,Por contacto (boca en boca),NEUQUÉN,Neuquén,Argentina,,Protex,2017-06-21
2017-06-21,Explotación sexual,Línea 145,Otros,COLONIA BARON,La Pampa,Argentina,,Protex,2017-06-21
2017-06-21,Explotación laboral,Línea 145,Otros,ALLEN ,Río Negro,Argentina,,Protex,2017-06-21
2017-06-21,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-20
2017-06-21,Posible captación,Línea 145,Otros,AVELLANEDA,Buenos Aires,Argentina,,Protex,2017-06-21
2017-06-21,Desaparición,Línea 145,Otros,BUENOS AIRES ,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-21
2017-06-21,Desaparición,Línea 145,Otros,,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-21
2017-06-21,Publicidad de oferta sexual,Línea 145,Internet,FLORES,Caba,Argentina,Sí,Oficina de Monitoreo - Área legal (judicializadas),2017-06-21
2017-06-21,Explotación laboral,Línea 145,Otros, Caba,Caba,Argentina,,Fuerzas de seguridad federales - Protex - PNA Área legal para judicializar,2017-06-21
2017-06-21,Explotación sexual,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,Pendiente,2017-06-21
2017-06-21,Posible captación,Línea 145,Otros,SAN FRANCISCO SOLANO QUILMES,Buenos Aires,Argentina,,,
2017-06-22,Desaparición,Línea 145,Otros,MERLO,Buenos Aires,Argentina,,Área legal (judicializadas),2017-06-22
2017-06-22,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,CASTELAR,Buenos Aires,Argentina,,Área legal (judicializadas),2017-06-22
2017-06-22,Oferta laboral engañosa,Línea 145,Campañas del programa,CÓRDOBA ,Córdoba,Argentina,,Protex,2017-06-22
2017-06-22,Explotación sexual,Línea 145,Por contacto (boca en boca),GLEW,Buenos Aires,Argentina,,Protex,2017-06-22
2017-06-22,Explotación sexual,Correo institucional,Otros,MORON,Buenos Aires,Argentina,,Protex,2017-06-22
2017-06-22,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Protex,2017-06-22
2017-06-22,Explotación sexual,Línea 145,Sin datos,ROSARIO,Santa Fe,Argentina,,Protex,2017-06-22
2017-06-22,Explotación laboral,Línea 145,ONG – Org Nacionales,MENDOZA,Mendoza,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-06-22
2017-06-22,Explotación sexual,Línea 145,Campañas del programa,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-06-22
2017-06-22,Explotación laboral,Línea 145,Campañas del programa,UGARTECHE,Mendoza,Argentina,, PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-06-22
2017-06-22,Secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,SAN LUIS,San Luis,Argentina,,,
2017-06-23,Explotación sexual,Línea 145,Internet,ROSARIO ,Santa Fe,Argentina,,Protex,2017-06-23
2017-06-23,Explotación sexual,Línea 145,Otros,GENERAL ROCA,Río Negro,Argentina,,Protex,2017-06-23
2017-06-23,Oferta laboral engañosa,Línea 145,Otros,La Rioja ,La Rioja,Argentina,,Protex,2017-06-23
2017-06-23,Explotación sexual,Línea 145,Sin datos,VALENCIA,No aplica,España,,Protex,2017-06-23
2017-06-23,Explotación laboral,Línea 145,Sin datos,CURUZU CUTIA,Corrientes,Argentina,,Protex,2017-06-23
2017-06-23,,Sin datos,Sin datos,SANTA FE,Santa Fe,Argentina,,Protex,2017-06-23
2017-06-23,Explotación sexual,Línea 145,Otros,USHUAIA,Tierra del Fuego,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-23
2017-06-23,Explotación laboral,Línea 145,Sin datos,VILLA CELINA,Buenos Aires,Argentina,,Protex - Área legal (judicializadas),2017-06-23
2017-06-23,Explotación sexual,Línea 145,Sin datos,NEUQUÉN,Neuquén,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-23
2017-06-23,Desaparición,Línea 145,Sin datos,ALMAGRO,Caba,Argentina,,Ministerio de Seguridad - PNA Área legal para judicializar - Protex,2017-06-25
2017-06-23,Posible captación,Línea 145,Otros,RUTA 2 LOTE A10 - COLONIA MAI BEAU,Misiones,Argentina,Sí,,
2017-06-23,Desaparición,Línea 145,Sin datos,CÓRDOBA,Córdoba,Argentina,,,
2017-06-24,Explotación sexual,Línea 145,Otros,,,,,Área legal (judicializadas),2017-06-28
2017-06-24,Explotación sexual,Línea 145,Otros,,,,,Área legal (judicializadas),2017-06-28
2017-06-24,Desaparición,Línea 145,Sin datos,LA MATANZA,Buenos Aires,Argentina,Sí,Área legal (judicializadas),2017-06-25
2017-06-24,Publicidad de oferta sexual,Línea 145,Televisión,Caba,Caba,Argentina,,Oficina de Monitoreo - PNA Área legal para judicializar,2017-06-25
2017-06-24,Explotación sexual,Línea 145,Por contacto (boca en boca),SAN SALVADOR DE JUJUY,Jujuy,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-24
2017-06-25,Explotación sexual,Línea 145,Sin datos,GOYA,Corrientes,Argentina,,Área legal (judicializadas),2017-06-28
2017-06-25,Explotación sexual,Línea 145,ONG – Org Nacionales,VILLA CIUDAD PARQUE,Córdoba,Argentina,Sí,Protex,2017-06-25
2017-06-25,Explotación sexual,Línea 145,Internet,BARRIO CHACO CHICO - CIUDAD DE SANTA FÉ,Santa Fe,Argentina,,Ministerio de Seguridad - Protex,2017-06-25
2017-06-25,Explotación sexual,Línea 145,Internet,BARRIO CHACO - CIUDAD DE SANTA FÉ,Santa Fe,Argentina,,Ministerio de Seguridad - Protex,2017-06-25
2017-06-25,,Línea 145,Sin datos,ALMAGRO,Caba,Argentina,,Ministerio de Seguridad - PNA Área legal para judicializar - Protex,2017-06-25
2017-06-26,Explotación sexual,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,Área legal (judicializadas),2017-06-27
2017-06-26,Desaparición,Línea 145,Sin datos,LANUS OESTE,Buenos Aires,Argentina,Sí,Área legal (judicializadas),2017-06-26
2017-06-26,Explotación laboral,Línea 145,ONG – Org Nacionales,LOMAS DE ZAMORA,Buenos Aires,Argentina,,Protex,2017-06-26
2017-06-26,Explotación laboral,Línea 145,ONG – Org Nacionales,ROSARIO,Santa Fe,Argentina,,Protex,2017-06-26
2017-06-26,Desaparición,Línea 145,Otros,MERLO,Buenos Aires,Argentina,,Protex,2017-06-26
2017-06-26,Posible captación,Línea 145,Otros,MENDOZA,Mendoza,Argentina,Sí,Protex,2017-06-27
2017-06-26,Desaparición,Línea 145,Sin datos,GLEW,Buenos Aires,Argentina,Sí,Protex,2017-06-26
2017-06-26,Desaparición,Línea 145,Sin datos,MERLO,Buenos Aires,Argentina,,Protex,2017-06-26
2017-06-26,Explotación laboral,Línea 145,Televisión,BARRIO CASTEP,Mendoza,Argentina,,PNA Área legal para judicializar ,2017-06-27
2017-06-26,Desaparición,Línea 145,ONG – Org Nacionales,FLORES,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-26
2017-06-26,Explotación sexual,Línea 145,Sin datos,PILAR,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-26
2017-06-26,,Línea 145,Sin datos,ROSARIO,Santa Fe,Argentina,,,2017-06-27
2017-06-27,Explotación laboral,Línea 145,Otros,BUENOS AIRES,Buenos Aires,Argentina,,Protex,2017-06-27
2017-06-27,Desaparición,Línea 145,Sin datos,,Buenos Aires,Argentina,,Protex,2017-06-27
2017-06-27,,Línea 145,Sin datos,,Buenos Aires,Argentina,,Area legal (judicializadas) - Protex,2017-06-27
2017-06-27,Explotación sexual,Línea 145,Otros,LA MATANZA,Mendoza,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-27
2017-06-28,Explotación laboral,Línea 145,Internet,HURLINGHAM,Buenos Aires,Argentina,,Área legal (judicializadas),2017-06-28
2017-06-28,Posible captación,Línea 145,Por contacto (boca en boca),CORRIENTES,Corrientes,Argentina,,Área legal (judicializadas),2017-06-28
2017-06-28,Explotación sexual,Correo institucional,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas),2017-06-28
2017-06-28,Posible captación,Línea 145,Por contacto (boca en boca),MENDOZA,Mendoza,Argentina,,Protex,2017-06-28
2017-06-28,Explotación laboral,Línea 145,Otros,MORON,Buenos Aires,Argentina,,Protex,2017-06-28
2017-06-28,Explotación laboral,Línea 145,Otros,PERGAMINO - (ALBERTI - CHIVILCOY - CÓRDOBA) ,Buenos Aires,Argentina,,Protex,2017-06-28
2017-06-28,Explotación sexual,Línea 145,Sin datos,DOCK SUD - AVELLANEDA,Buenos Aires,Argentina,,Protex,2017-06-28
2017-06-28,,Sin datos,Sin datos,,,,,Protex,2017-06-28
2017-06-28,Explotación laboral,Línea 145,Por contacto (boca en boca),ALTO DE SíERRA SANTA LUCIA,San Juan,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-28
2017-06-28,,Sin datos,Sin datos,,,,,,
2017-06-29,Secuestro/Venta de niños/pornografía infantil,Línea 145,ONG – Org Nacionales,,,,,Área legal (judicializadas),
2017-06-29,Explotación sexual,Línea 145,Campañas del programa,MAR DEL PLATA,Buenos Aires,Argentina,Sí,Protex,2017-06-29
2017-06-29,Oferta laboral engañosa,Línea 145,ONG – Org Nacionales,MORENO,Buenos Aires,Argentina,,Protex,2017-06-29
2017-06-29,Explotación sexual,Línea 145,Otros,CERES,Santa Fe,Argentina,,Protex,2017-06-29
2017-06-29,Desaparición,Línea 145,Otros,SALTA,SALTA,Argentina,Sí,Protex,2017-06-29
2017-06-29,Desaparición,Línea 145,Otros,SAN SALVADOR DE JUJUY,Jujuy,Argentina,Sí,Protex,2017-06-29
2017-06-29,Desaparición,Correo institucional,Otros,SAN SALVADOR DE JUJUY,Jujuy,Argentina,Sí,Protex,2017-06-29
2017-06-29,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-29
2017-06-29,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA ,Buenos Aires,Argentina,,Protex,2017-06-29
2017-06-29,Traslado de personas,Línea 145,Otros,GLEW,Buenos Aires,Argentina,,Protex,2017-06-28
2017-06-29,Explotación laboral,Línea 145,Sin datos,BERAZATEGUI,Buenos Aires,Argentina,,Protex,2017-06-29
2017-06-29,Desaparición,Línea 145,Sin datos,LAFERRERE,Buenos Aires,Argentina,Sí,Protex,2017-06-29
2017-06-29,Oferta laboral engañosa,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,,PNA Área legal para judicializar ,2017-06-29
2017-06-29,Explotación sexual,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,,PNA Área legal para judicializar - Protex,2017-06-29
2017-06-29,Explotación sexual,Línea 145,Internet,VILLA URQUIZA,Caba,Argentina,, PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-06-29
2017-06-29,Explotación sexual,Línea 145,Por contacto (boca en boca),SAN JUSTO,Buenos Aires,Argentina,,,
2017-06-30,Publicidad de oferta sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,Sí,Protex,2017-06-30
2017-06-30,Oferta laboral engañosa,Línea 145,Otros,RAMOS MEJIA,Buenos Aires,Argentina,,Protex,2017-06-30
2017-06-30,Desaparición,Línea 145,Sin datos,LAFERRERE,Buenos Aires,Argentina,Sí,Protex,2017-06-30
2017-06-30,Publicidad de oferta sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Oficina de Monitoreo - Área legal (judicializadas),2017-06-30
2017-06-30,Explotación sexual,Línea 145,Sin datos,Caba,Caba,Argentina,,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-06-30
2017-06-30,Posible captación,Línea 145,Otros,MAR DEL TUYU,Buenos Aires,Argentina,Sí,Protex - Fuerzas de seguridad federales,2017-06-30
2017-06-30,Traslado de personas  - secuestro/Venta de niños/pornografía infantil,Línea 145,Sin datos,MELCHOR ROMERO - LA PLATA,Buenos Aires,Argentina,,Protex - Fuerzas de seguridad federales,2017-06-30
2017-07-01,,Línea 145,Otros,LOMAS DE ZAMORA,Buenos Aires,Argentina,Sin datos,Protex,2017-07-01
2017-07-01,Secuestro/Venta de niños/pornografía infantil,Línea 145,ONG – Org Nacionales,PUNTA BLANCA - BAHÍA BLANCA,Buenos Aires,Argentina,Sin datos,Protex - Fuerzas de seguridad federales,2017-07-01
2017-07-01,Explotación sexual,Línea 145,Por contacto (boca en boca),AVELLANEDA,Buenos Aires,Argentina,Sin datos,Protex - Fuerzas de seguridad federales,2017-07-01
2017-07-01,Explotación laboral,Correo institucional,Sin datos,Caba,Caba,Argentina,Sin datos, PNA Área legal para judicializar - Fuerzas de seguridad federales,2017-07-01
2017-07-01,Secuestro/Venta de niños/pornografía infantil,Línea 145,Otros,Caba,Caba,Argentina,Sin datos,,
2017-07-01,,Sin datos,Sin datos,,,,Sin datos,,
2017-07-02,Explotación laboral,Línea 145,Sin datos,LOCALIDAD 9 DE ABRIL PARTIDO DE ESTEBAN ECHEVERRIA ,Buenos Aires,Argentina,Sin datos,Protex,2017-07-02
2017-07-03,Posible captación,Línea 145,Internet,VILLA MARIA,Córdoba,Argentina,Sin datos,Protex,2017-07-03
2017-07-03,Posible captación,Correo institucional,Internet,VILLA MARIA ,Córdoba,Argentina,Sin datos,Protex,2017-07-03
2017-07-03,Explotación sexual,Línea 145,Sin datos,BAHIA BLANCA,Buenos Aires,Argentina,Sin datos,Protex,2017-07-03
2017-07-03,Explotación sexual,Línea 145,Por contacto (boca en boca),Caba,Caba,Argentina,Sin datos,PNA Área legal para judicializar ,2017-07-03
2017-07-03,Explotación laboral,Línea 145,Otros,LAS HERAS,Mendoza,Argentina,Sin datos,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-07-03
2017-07-04,Explotación sexual,Línea 145,Por contacto (boca en boca),CERES,Santa Fe,Argentina,Sin datos,Protex,2017-07-04
2017-07-04,Explotación sexual,Línea 145,Otros,ROSARIO,Santa Fe,Argentina,Sin datos,Protex,2017-07-05
2017-07-04,Posible captación,Línea 145,Por contacto (boca en boca),CÓRDOBA ,Córdoba,Argentina,Sin datos,PNA Área legal para judicializar ,2017-07-04
2017-07-04,Publicidad de oferta sexual,Línea 145,Internet,,,,Sin datos, PNA Área legal para judicializar - Oficina de Monitoreo,2017-07-04
2017-07-05,Posible captación,Línea 145,Internet,MORON - MORON,Buenos Aires,Argentina,Sin datos,Protex,2017-07-05
2017-07-05,Explotación sexual,Línea 145,Otros,RIO GRANDE,Tierra del Fuego,Argentina,Sin datos,Protex,2017-07-05
2017-07-05,Oferta laboral engañosa,Línea 145,Internet,,Buenos Aires,Argentina,Sin datos,PNA Área legal para judicializar ,2017-07-06
2017-07-05,Explotación laboral,Línea 145,ONG – Org Nacionales,FLORES,Caba,Argentina,Sin datos,PNA Área legal para judicializar ,2017-07-05
2017-07-05,Explotación sexual,Línea 145,Sin datos,BARRIO FLORES,Caba,Argentina,Sin datos,PNA Área legal para judicializar ,2017-07-06
2017-07-05,Explotación laboral,Línea 145,ONG – Org Nacionales,Caba,Caba,Argentina,Sin datos,Área legal (judicializadas) - Fuerzas de seguridad federales,2017-07-05
2017-07-05,Secuestro/Venta de niños/pornografía infantil,Línea 145,ONG – Org Nacionales,LA MATANZA,Buenos Aires,Argentina,Sin datos,Protex - Fuerzas de seguridad federales,2017-07-05
2017-07-05,Explotación sexual,Línea 145,Sin datos,MAR DEL PLATA,Buenos Aires,Argentina,Sin datos,Protex - Fuerzas de seguridad federales,2017-07-05
2017-07-06,Explotación sexual,Línea 145,ONG – Org Nacionales,SAN FERNANDO ,Buenos Aires,Argentina,Sin datos,Protex,2017-07-06
2017-07-06,Explotación laboral,Línea 145,ONG – Org Nacionales,VILLA MARIA ,Buenos Aires,Argentina,Sin datos,Protex,2017-07-06
2017-07-06,Traslado de personas,Línea 145,ONG – Org Nacionales,SAN PEDRO,Jujuy,Argentina,Sin datos,Protex,2017-07-06
2017-07-06,Explotación sexual,Línea 145,Otros,BAHIA BLANCA,Buenos Aires,Argentina,Sin datos,Protex,2017-07-06
2017-07-06,Explotación sexual,Línea 145,Otros,BARRIO  LOMAS DEL VALLE CIUDAD DE SANTA FE,Santa Fe,Argentina,Sin datos,Protex,2017-07-06
